id,number,type,price
27061,427910,luxe,2477
27062,870902,standard,7705
27063,187095,econom,12260
27064,329257,standard,8838
27065,741649,econom,1485
27066,638040,luxe,19088
27067,658628,econom,16838
27068,604685,econom,4686
27069,700830,econom,2182
27070,431159,econom,9465
27071,937879,econom,14430
27072,662742,econom,19934
27073,934223,luxe,8866
27074,480620,standard,6654
27075,846088,luxe,13744
27076,287453,econom,11046
27077,600537,luxe,4964
27078,82928,standard,18572
27079,708867,luxe,4591
27080,952180,luxe,6679
27081,871608,standard,12798
27082,282320,luxe,2185
27083,74094,standard,14795
27084,23393,econom,4217
27085,863436,econom,17491
27086,139103,standard,3710
27087,889181,econom,1653
27088,244490,standard,3059
27089,210097,standard,7271
27090,394541,luxe,17024
27091,647415,luxe,16203
27092,943760,econom,19925
27093,353430,standard,5131
27094,755303,econom,4685
27095,477348,luxe,2338
27096,915199,luxe,2526
27097,692021,econom,14866
27098,316673,econom,18316
27099,705390,luxe,1606
27100,841853,econom,19299
27101,533201,standard,18303
27102,634165,standard,7102
27103,259967,luxe,6133
27104,30851,luxe,5603
27105,915383,luxe,6052
27106,171675,econom,2208
27107,910242,econom,11376
27108,493502,luxe,16108
27109,75701,luxe,10997
27110,465923,standard,1083
27111,198405,econom,4340
27112,688585,econom,16159
27113,662674,standard,4384
27114,523660,econom,3086
27115,937001,econom,10878
27116,440263,econom,10662
27117,13779,econom,3976
27118,978311,econom,18324
27119,908022,standard,18643
27120,5568,luxe,1875
27121,935726,econom,11346
27122,787983,luxe,4674
27123,305132,econom,8778
27124,37781,luxe,5544
27125,684478,standard,11934
27126,416477,econom,6812
27127,616575,luxe,7806
27128,732353,standard,13703
27129,212240,luxe,5324
27130,349824,luxe,19912
27131,385993,luxe,18668
27132,186805,econom,10073
27133,938048,standard,2542
27134,754838,standard,2038
27135,369284,luxe,13237
27136,663313,luxe,6644
27137,510566,econom,6046
27138,832513,standard,19845
27139,431768,luxe,14539
27140,416879,luxe,8605
27141,737042,luxe,8612
27142,919549,econom,6892
27143,510280,luxe,13817
27144,623797,standard,1098
27145,851883,luxe,18830
27146,106683,econom,2392
27147,205742,luxe,7151
27148,457674,econom,14972
27149,430126,standard,17845
27150,962255,luxe,3673
27151,993551,standard,11349
27152,160924,standard,1300
27153,185106,econom,1505
27154,273058,standard,16637
27155,951393,econom,19255
27156,837004,standard,10497
27157,982053,standard,5925
27158,528756,econom,11523
27159,68124,econom,2743
27160,243594,luxe,10393
27161,517109,standard,14508
27162,561200,luxe,4108
27163,411031,standard,11998
27164,287657,luxe,17442
27165,459354,standard,15897
27166,368839,luxe,8326
27167,675069,luxe,12066
27168,990144,luxe,14968
27169,783612,luxe,19516
27170,355545,standard,7918
27171,669264,luxe,16336
27172,45025,econom,4751
27173,337040,standard,3294
27174,836665,luxe,16179
27175,371842,standard,14674
27176,903076,standard,1728
27177,746008,luxe,6005
27178,343037,standard,5819
27179,877223,econom,6582
27180,439317,luxe,9511
27181,327585,luxe,14552
27182,572162,standard,10058
27183,742842,econom,18246
27184,83012,econom,16831
27185,647617,luxe,10771
27186,471039,standard,7565
27187,159302,econom,13818
27188,193031,luxe,19961
27189,496827,standard,3277
27190,386765,econom,1995
27191,268415,luxe,10580
27192,255950,luxe,13764
27193,27787,standard,14342
27194,362017,econom,10565
27195,517345,econom,18792
27196,964010,standard,18864
27197,257595,luxe,14080
27198,493040,luxe,17690
27199,868476,standard,9598
27200,756508,econom,17069
27201,403207,luxe,18016
27202,174230,standard,9854
27203,117533,luxe,17084
27204,142196,econom,18735
27205,320527,standard,3385
27206,682148,luxe,5423
27207,736287,luxe,3243
27208,589875,econom,9048
27209,166615,econom,14449
27210,57650,standard,9034
27211,715942,standard,7974
27212,542937,luxe,9809
27213,252144,luxe,12989
27214,892865,luxe,8721
27215,218544,econom,6668
27216,652448,econom,18346
27217,877472,econom,12373
27218,392229,econom,18550
27219,675557,econom,10773
27220,264812,luxe,15826
27221,193960,luxe,2654
27222,564735,econom,19261
27223,783003,econom,19072
27224,382187,standard,5655
27225,981417,econom,17068
27226,18313,luxe,11804
27227,476135,standard,17766
27228,299390,luxe,19508
27229,232875,econom,7597
27230,223626,standard,3876
27231,473465,luxe,4384
27232,32647,standard,11830
27233,422778,luxe,4931
27234,868772,econom,8703
27235,396146,luxe,10603
27236,147924,luxe,6029
27237,183169,standard,16264
27238,757213,luxe,6238
27239,418402,standard,8215
27240,207749,luxe,8154
27241,75500,econom,2653
27242,754651,luxe,18733
27243,911142,econom,17474
27244,393904,econom,3353
27245,607415,econom,11607
27246,793798,econom,15011
27247,761965,econom,6114
27248,350203,standard,17929
27249,144346,standard,19828
27250,726471,econom,3698
27251,465865,standard,10562
27252,394253,standard,11594
27253,424290,econom,14364
27254,722881,econom,11516
27255,703305,luxe,10772
27256,383774,luxe,2881
27257,290869,econom,6062
27258,468014,luxe,8667
27259,871666,luxe,7827
27260,75742,standard,10066
27261,288063,luxe,3912
27262,746474,econom,17128
27263,582818,standard,17720
27264,264949,standard,17393
27265,904503,econom,10772
27266,495066,econom,14840
27267,10001,econom,14222
27268,741577,luxe,11786
27269,879014,standard,3169
27270,357283,standard,16893
27271,991174,standard,6363
27272,676596,econom,11624
27273,121792,luxe,14366
27274,216409,luxe,10986
27275,347557,standard,10181
27276,427775,luxe,6658
27277,89207,standard,17680
27278,196123,econom,18831
27279,998534,luxe,7034
27280,204773,luxe,1709
27281,310652,standard,18212
27282,207190,econom,14483
27283,3244,econom,18963
27284,804552,econom,6619
27285,63905,luxe,6531
27286,297841,econom,6153
27287,914306,standard,15507
27288,482263,econom,7999
27289,816258,luxe,18482
27290,327879,econom,14617
27291,174147,standard,3391
27292,584147,luxe,15694
27293,728772,econom,13650
27294,839,standard,13308
27295,340410,econom,6827
27296,819681,econom,4993
27297,121662,econom,17711
27298,490199,luxe,1099
27299,819611,econom,18652
27300,599206,econom,9503
27301,715811,luxe,18012
27302,277736,econom,7777
27303,143400,standard,19488
27304,242953,luxe,3937
27305,615974,luxe,4787
27306,550609,econom,15257
27307,294705,econom,17316
27308,455251,luxe,17686
27309,136227,econom,5043
27310,683102,luxe,13465
27311,276522,standard,12488
27312,188065,standard,5682
27313,235562,econom,10792
27314,400652,standard,4173
27315,598786,standard,15397
27316,432958,standard,6130
27317,8647,econom,7922
27318,919102,econom,10195
27319,613448,luxe,7948
27320,977413,luxe,10773
27321,572253,luxe,11950
27322,331637,econom,14320
27323,332436,luxe,7432
27324,610508,econom,10650
27325,404162,econom,9362
27326,447467,econom,5883
27327,605657,standard,6925
27328,530247,standard,17267
27329,713083,standard,19105
27330,807580,standard,1130
27331,221290,standard,8622
27332,654911,standard,18727
27333,281147,luxe,1402
27334,588112,econom,6176
27335,557688,standard,4317
27336,536546,luxe,8056
27337,469980,standard,14357
27338,832884,standard,13404
27339,954613,luxe,16001
27340,267343,standard,7962
27341,359728,standard,1877
27342,274733,econom,1656
27343,322401,luxe,2667
27344,297555,econom,7111
27345,913370,luxe,12266
27346,39100,econom,2964
27347,249548,econom,18393
27348,678238,luxe,18111
27349,654392,standard,19958
27350,382150,econom,10056
27351,81736,econom,15075
27352,473394,standard,8699
27353,237052,econom,5110
27354,178347,standard,8420
27355,929538,luxe,10343
27356,234384,standard,11895
27357,555424,luxe,1753
27358,262006,luxe,11826
27359,983679,econom,15122
27360,106153,standard,1493
27361,760357,econom,10577
27362,702154,econom,5484
27363,565260,standard,19525
27364,385024,econom,19776
27365,776734,standard,14138
27366,290625,econom,14203
27367,79284,luxe,13731
27368,17050,econom,4730
27369,927982,econom,6257
27370,833241,luxe,16326
27371,403969,standard,3220
27372,474908,standard,6087
27373,932909,luxe,4639
27374,320483,standard,17216
27375,35502,econom,5032
27376,401157,luxe,5149
27377,870288,standard,10634
27378,362242,luxe,12648
27379,152517,luxe,12525
27380,625017,luxe,4689
27381,705435,luxe,4003
27382,286250,econom,18792
27383,77389,standard,12659
27384,271072,econom,13605
27385,747504,luxe,4542
27386,663110,luxe,14538
27387,907117,econom,5353
27388,213678,econom,7682
27389,541875,standard,17303
27390,84814,luxe,4834
27391,654378,luxe,5009
27392,96375,econom,3862
27393,231134,luxe,6575
27394,775858,luxe,6071
27395,916914,luxe,7310
27396,994205,standard,6067
27397,298625,luxe,19038
27398,562175,luxe,1408
27399,689123,luxe,10705
27400,856522,standard,10852
27401,777647,standard,2416
27402,280824,luxe,13876
27403,965140,luxe,15818
27404,883833,standard,19463
27405,283558,econom,17460
27406,773027,luxe,1359
27407,783788,luxe,11099
27408,602803,standard,1513
27409,16069,econom,12500
27410,378350,luxe,2238
27411,55591,econom,17658
27412,712417,standard,12027
27413,575976,standard,16292
27414,92674,econom,4440
27415,35269,econom,6091
27416,423663,econom,10912
27417,895772,standard,15756
27418,43790,econom,16334
27419,313042,econom,9263
27420,847219,luxe,18675
27421,58303,econom,4997
27422,345993,standard,18039
27423,766091,luxe,19950
27424,292478,luxe,2832
27425,967961,econom,3994
27426,857188,econom,9174
27427,970031,standard,18849
27428,278288,luxe,7709
27429,216325,luxe,8932
27430,717716,econom,8743
27431,167410,econom,6242
27432,655168,econom,16664
27433,592740,standard,6914
27434,676285,econom,13123
27435,727100,luxe,2966
27436,181465,econom,9897
27437,889529,econom,15172
27438,429277,luxe,19210
27439,297170,standard,14846
27440,187927,standard,15015
27441,157205,standard,10601
27442,695213,luxe,1928
27443,64099,econom,4396
27444,878027,standard,10109
27445,822687,econom,14862
27446,416704,econom,4565
27447,265834,econom,19114
27448,177943,econom,4982
27449,328902,standard,10050
27450,678911,econom,15078
27451,598320,luxe,6547
27452,468235,standard,9676
27453,766092,luxe,3147
27454,943828,luxe,12036
27455,738626,standard,1566
27456,770778,econom,19460
27457,456109,luxe,18619
27458,431051,standard,5451
27459,792131,standard,2815
27460,655522,luxe,16640
27461,160126,econom,15302
27462,408400,econom,10301
27463,486887,luxe,17414
27464,679614,luxe,15784
27465,732450,standard,12402
27466,842713,standard,18775
27467,447612,econom,12468
27468,796325,luxe,15462
27469,905569,luxe,11516
27470,432717,econom,8518
27471,205365,luxe,10331
27472,738659,standard,5181
27473,554523,econom,15818
27474,673476,standard,4651
27475,425524,luxe,5320
27476,710579,standard,1442
27477,529547,luxe,6530
27478,168556,econom,10210
27479,790503,econom,14074
27480,527487,luxe,5757
27481,398752,econom,16393
27482,910327,standard,18852
27483,903137,standard,7304
27484,474127,standard,14416
27485,37314,luxe,7603
27486,267551,standard,4941
27487,986779,standard,10263
27488,116340,econom,6795
27489,671566,luxe,12439
27490,651882,econom,18166
27491,255224,econom,19477
27492,338021,econom,4391
27493,53210,econom,12621
27494,943864,standard,10751
27495,535382,luxe,18180
27496,761801,standard,7863
27497,727714,luxe,6117
27498,622989,econom,5170
27499,577751,standard,14785
27500,500685,standard,19493
27501,856569,standard,1836
27502,141494,econom,13133
27503,224763,econom,17277
27504,685767,standard,14962
27505,352500,econom,1020
27506,800532,luxe,9642
27507,510861,luxe,11896
27508,959977,luxe,2312
27509,854190,econom,3102
27510,452249,econom,7942
27511,197340,econom,12344
27512,357094,standard,4394
27513,395468,luxe,3431
27514,306076,econom,14256
27515,449649,econom,18841
27516,846828,econom,19812
27517,989326,econom,1881
27518,954583,standard,11361
27519,730970,econom,15250
27520,181461,luxe,16349
27521,803991,econom,5507
27522,82496,luxe,4675
27523,761205,standard,6832
27524,435043,econom,16834
27525,511479,standard,19389
27526,717216,econom,14186
27527,314959,luxe,4322
27528,420681,econom,12739
27529,782683,standard,17104
27530,318358,luxe,9680
27531,835795,luxe,2720
27532,541346,luxe,15689
27533,230873,econom,6866
27534,210605,econom,7491
27535,273623,standard,1878
27536,493142,standard,5261
27537,748065,standard,5939
27538,325841,standard,8562
27539,510263,luxe,5353
27540,879010,standard,12779
27541,820847,standard,10733
27542,648862,luxe,2975
27543,975950,luxe,14923
27544,514649,luxe,4507
27545,117831,luxe,12793
27546,738754,econom,13225
27547,388699,luxe,13196
27548,904906,standard,10942
27549,697074,luxe,8956
27550,14186,luxe,9795
27551,770881,econom,3015
27552,235970,econom,19721
27553,895991,luxe,14464
27554,804185,luxe,2079
27555,52020,standard,2942
27556,533320,luxe,7578
27557,806650,luxe,13291
27558,324681,econom,3296
27559,389583,luxe,12071
27560,38177,luxe,19605
27561,976908,luxe,15306
27562,76352,econom,7367
27563,503540,luxe,5444
27564,770824,econom,11595
27565,650558,econom,15775
27566,926707,luxe,14544
27567,157814,luxe,8096
27568,674280,econom,6437
27569,420440,luxe,11478
27570,413316,luxe,16232
27571,480187,econom,5391
27572,248602,standard,2097
27573,807276,standard,12137
27574,47754,luxe,6450
27575,701699,standard,4234
27576,335792,luxe,16769
27577,180648,luxe,7556
27578,26625,luxe,17476
27579,573961,luxe,5192
27580,268621,econom,12993
27581,211215,standard,13185
27582,719951,econom,17115
27583,874419,econom,15336
27584,374608,standard,19416
27585,743090,econom,15616
27586,846331,standard,11467
27587,570771,standard,16452
27588,242973,econom,16027
27589,262356,standard,6929
27590,602570,econom,13269
27591,715587,luxe,7046
27592,918237,econom,16799
27593,703625,econom,17697
27594,749469,econom,3857
27595,974016,econom,8162
27596,236157,luxe,14935
27597,536083,standard,19237
27598,612976,standard,3485
27599,932067,econom,14560
27600,279874,standard,16545
27601,259834,standard,8033
27602,345020,econom,3162
27603,443043,standard,11246
27604,326261,luxe,5203
27605,632703,luxe,9452
27606,80358,luxe,1217
27607,910682,luxe,16795
27608,297753,econom,4284
27609,347227,luxe,9587
27610,365753,luxe,7853
27611,824072,luxe,9820
27612,771945,standard,7333
27613,343256,econom,18182
27614,730688,luxe,14271
27615,162726,econom,9667
27616,689226,luxe,1040
27617,982037,luxe,16096
27618,398755,standard,3782
27619,833765,econom,4475
27620,634880,econom,14653
27621,774912,econom,4885
27622,168171,luxe,2122
27623,239280,standard,19582
27624,152359,luxe,19484
27625,172899,standard,11373
27626,982114,luxe,4339
27627,732466,standard,3487
27628,841886,luxe,15421
27629,756093,econom,17953
27630,637161,standard,19488
27631,545944,econom,8370
27632,332478,econom,4187
27633,296969,econom,15189
27634,723261,luxe,13224
27635,209481,standard,6694
27636,845847,standard,7756
27637,397349,standard,2988
27638,967687,econom,1583
27639,871861,econom,2739
27640,658209,econom,6598
27641,847694,standard,13473
27642,49325,econom,17732
27643,542379,econom,1073
27644,637555,luxe,4072
27645,214384,luxe,2484
27646,167635,econom,10510
27647,713033,econom,5095
27648,93546,luxe,7414
27649,738980,econom,18471
27650,892775,luxe,12385
27651,821714,luxe,6277
27652,668090,standard,9887
27653,246624,luxe,12927
27654,274801,standard,2003
27655,357688,econom,3448
27656,848275,luxe,13910
27657,180359,econom,14810
27658,731735,standard,5443
27659,217401,standard,17789
27660,894435,luxe,12666
27661,301556,standard,1202
27662,738076,luxe,14880
27663,518514,standard,14336
27664,420581,standard,6204
27665,343312,standard,17300
27666,595109,standard,12831
27667,36821,standard,5827
27668,871723,luxe,1983
27669,718289,econom,19395
27670,320245,standard,6254
27671,430843,econom,14242
27672,70920,luxe,11752
27673,263580,econom,16357
27674,76057,econom,16638
27675,204762,econom,15218
27676,612966,econom,2600
27677,165068,standard,16497
27678,851243,luxe,11250
27679,947711,econom,13549
27680,648171,luxe,14601
27681,463028,standard,14897
27682,281290,luxe,2084
27683,193077,luxe,10513
27684,862222,standard,13444
27685,391815,luxe,17609
27686,911424,econom,19911
27687,940962,standard,10699
27688,534728,standard,7345
27689,586553,luxe,18535
27690,729970,econom,10351
27691,217644,econom,1337
27692,840504,econom,17111
27693,646948,luxe,5794
27694,409654,luxe,7266
27695,133276,luxe,18333
27696,321444,standard,18892
27697,91270,standard,16507
27698,675924,standard,4951
27699,890508,luxe,11249
27700,961025,econom,5124
27701,291323,econom,2829
27702,750799,standard,7298
27703,847870,luxe,9869
27704,676131,luxe,17382
27705,475587,econom,17108
27706,488591,luxe,1736
27707,447808,standard,6664
27708,738379,luxe,5404
27709,510837,standard,18680
27710,481138,standard,14416
27711,888716,standard,14004
27712,602421,standard,15464
27713,117258,luxe,8474
27714,749878,standard,6953
27715,261334,luxe,4988
27716,354313,econom,11494
27717,246074,econom,9695
27718,806723,econom,16897
27719,447974,econom,2995
27720,365018,econom,11233
27721,797019,luxe,15839
27722,64129,luxe,9754
27723,121980,standard,19229
27724,139250,econom,18665
27725,288960,luxe,18116
27726,322039,luxe,8655
27727,750287,standard,4562
27728,675994,luxe,8829
27729,909535,standard,18328
27730,302786,econom,12963
27731,693269,luxe,6936
27732,974720,standard,1038
27733,370508,econom,13228
27734,966354,econom,19011
27735,697783,luxe,3805
27736,925517,econom,6347
27737,582598,standard,11958
27738,691705,luxe,13524
27739,282016,econom,8214
27740,693232,econom,13741
27741,234287,econom,8987
27742,894161,standard,17073
27743,424169,luxe,7850
27744,220766,standard,15150
27745,70685,luxe,6030
27746,314106,standard,13904
27747,409729,standard,18918
27748,483084,standard,3664
27749,693199,econom,18177
27750,404203,luxe,19274
27751,349850,standard,17772
27752,110284,standard,9030
27753,967998,econom,13477
27754,82293,standard,12693
27755,971676,standard,6069
27756,837542,luxe,5225
27757,396164,luxe,11623
27758,233936,luxe,2162
27759,828471,econom,11103
27760,491931,luxe,11149
27761,406873,econom,19791
27762,586235,luxe,17028
27763,666921,luxe,8672
27764,812118,luxe,7129
27765,423929,luxe,11795
27766,973202,luxe,9267
27767,719127,standard,10726
27768,312739,econom,15131
27769,386754,econom,18847
27770,921819,econom,17572
27771,649638,standard,16576
27772,810694,luxe,17619
27773,203516,standard,6672
27774,980602,econom,3872
27775,897869,econom,9556
27776,72175,luxe,8122
27777,494810,luxe,18307
27778,620095,standard,19445
27779,555964,luxe,13503
27780,734609,standard,9549
27781,693806,standard,15722
27782,191567,luxe,1908
27783,104854,econom,4585
27784,453712,luxe,11755
27785,584997,luxe,3261
27786,606713,luxe,17646
27787,474706,standard,4018
27788,380620,standard,11960
27789,427597,standard,16724
27790,527463,luxe,8415
27791,31585,standard,13084
27792,852469,econom,10623
27793,951250,standard,13089
27794,513443,standard,18888
27795,277055,econom,2880
27796,807751,luxe,18828
27797,957190,econom,8252
27798,424332,luxe,5999
27799,947802,econom,19182
27800,565975,luxe,6925
27801,212863,standard,6810
27802,912886,luxe,12260
27803,190095,luxe,6057
27804,324053,standard,16614
27805,692549,econom,16907
27806,947707,econom,12477
27807,269653,luxe,19833
27808,771306,standard,19246
27809,727669,standard,8737
27810,96873,luxe,6669
27811,923754,econom,7546
27812,551431,standard,12937
27813,775896,luxe,14074
27814,359052,econom,7014
27815,769517,standard,4596
27816,785448,standard,14971
27817,216684,luxe,15562
27818,12308,standard,1883
27819,204930,standard,14127
27820,264148,econom,17423
27821,140362,standard,10765
27822,948026,standard,1342
27823,998471,standard,19187
27824,662367,standard,9528
27825,999504,standard,10615
27826,785986,standard,18995
27827,142764,luxe,18907
27828,989880,luxe,19176
27829,190040,luxe,8096
27830,128115,econom,7553
27831,954283,luxe,7176
27832,569413,standard,16550
27833,322216,econom,10709
27834,325069,econom,12131
27835,937987,econom,5849
27836,922911,econom,8877
27837,526465,standard,12329
27838,657715,econom,17090
27839,399519,econom,8378
27840,559618,standard,10233
27841,852672,econom,11332
27842,931161,econom,17853
27843,899631,econom,17607
27844,658976,standard,8396
27845,654652,standard,1887
27846,412836,standard,1664
27847,743929,standard,6742
27848,831766,luxe,9011
27849,806621,standard,7451
27850,513141,luxe,6356
27851,675149,luxe,5052
27852,295811,econom,14622
27853,558886,luxe,5218
27854,594113,luxe,19788
27855,724291,econom,7257
27856,200870,luxe,3436
27857,108650,luxe,5703
27858,123629,luxe,10123
27859,399265,standard,10434
27860,350925,econom,18125
27861,337758,luxe,18935
27862,611831,standard,11847
27863,858873,econom,1386
27864,229346,standard,7260
27865,66598,luxe,11521
27866,478739,econom,2632
27867,964829,luxe,13458
27868,613808,luxe,7073
27869,218000,luxe,4751
27870,275233,luxe,1034
27871,557100,econom,14178
27872,463028,econom,16714
27873,145980,econom,8181
27874,300106,econom,12189
27875,693425,econom,18625
27876,498680,standard,16746
27877,170667,econom,11261
27878,90600,econom,15179
27879,168233,standard,16172
27880,580626,standard,9772
27881,388036,econom,18811
27882,133195,econom,9156
27883,763647,econom,19799
27884,541342,luxe,17046
27885,295104,standard,11478
27886,917326,luxe,11133
27887,346973,luxe,15865
27888,480551,econom,15603
27889,918966,luxe,7651
27890,914516,standard,9112
27891,492198,standard,8323
27892,796861,econom,1198
27893,945210,econom,15409
27894,443711,luxe,5396
27895,255605,standard,7633
27896,384481,luxe,4220
27897,765541,econom,8517
27898,176152,standard,8444
27899,833716,luxe,11741
27900,13212,standard,8584
27901,159987,standard,13649
27902,186264,standard,10976
27903,384299,econom,1829
27904,790114,luxe,17624
27905,742400,luxe,1940
27906,437873,luxe,7355
27907,210155,luxe,10710
27908,499945,luxe,16723
27909,595105,standard,13259
27910,600356,econom,12321
27911,153418,econom,6309
27912,532972,standard,6788
27913,88843,econom,6385
27914,172908,luxe,13558
27915,288904,standard,11486
27916,688877,standard,15214
27917,91218,econom,9677
27918,962493,luxe,5039
27919,372162,luxe,13287
27920,616856,standard,3166
27921,296816,econom,18417
27922,881451,luxe,4311
27923,764667,luxe,10554
27924,350859,standard,6212
27925,970899,luxe,15513
27926,918940,luxe,3030
27927,488380,standard,11528
27928,434402,econom,5309
27929,319486,standard,7368
27930,833290,standard,6251
27931,503881,luxe,3293
27932,793293,econom,10350
27933,604883,luxe,15726
27934,19903,econom,11040
27935,238017,luxe,15120
27936,613248,standard,17470
27937,492063,luxe,17992
27938,876939,standard,9402
27939,846957,standard,2806
27940,468576,luxe,6296
27941,541135,econom,6606
27942,144027,standard,16988
27943,351039,luxe,15220
27944,816313,luxe,10694
27945,393235,luxe,13721
27946,347639,standard,17633
27947,367992,standard,6705
27948,253891,standard,6930
27949,38240,luxe,9855
27950,880824,econom,2807
27951,519839,luxe,19230
27952,880819,econom,13552
27953,622194,econom,14706
27954,621341,luxe,14883
27955,413837,luxe,15901
27956,813247,luxe,16741
27957,85079,standard,8035
27958,70393,luxe,1434
27959,155633,standard,8166
27960,73362,econom,15685
27961,363421,econom,6350
27962,832805,econom,19726
27963,237510,standard,10653
27964,890308,econom,12346
27965,1888,standard,7686
27966,792076,luxe,10622
27967,672390,standard,10234
27968,20106,luxe,2197
27969,853731,econom,5439
27970,304541,luxe,10724
27971,74119,standard,5865
27972,689358,econom,18505
27973,356695,standard,6114
27974,149907,luxe,13604
27975,287376,econom,15991
27976,217644,standard,15978
27977,998358,luxe,2601
27978,553085,luxe,6243
27979,476672,standard,10348
27980,156783,econom,9139
27981,462800,standard,14449
27982,548517,standard,19533
27983,622437,luxe,5323
27984,560470,luxe,15011
27985,124465,luxe,1656
27986,105111,standard,3615
27987,175500,luxe,11212
27988,395075,luxe,2777
27989,641960,standard,18193
27990,861136,econom,9603
27991,969151,econom,17884
27992,176599,econom,5451
27993,367927,econom,3689
27994,790435,econom,15365
27995,165010,standard,2578
27996,738074,standard,2022
27997,721,econom,4526
27998,329876,econom,8483
27999,656099,luxe,13086
28000,326194,standard,11954
28001,602713,econom,10225
28002,921608,standard,16068
28003,523840,luxe,17027
28004,739941,standard,2522
28005,119961,luxe,1965
28006,595540,econom,19077
28007,10011,luxe,7943
28008,393890,standard,8026
28009,949130,luxe,10949
28010,558,luxe,8292
28011,878091,econom,18854
28012,950408,luxe,18497
28013,976865,econom,12931
28014,840853,econom,17014
28015,574145,luxe,17055
28016,488089,standard,12873
28017,385698,standard,15499
28018,754760,econom,5243
28019,197366,luxe,16092
28020,19362,standard,3848
28021,284393,econom,15814
28022,496103,standard,7982
28023,724457,econom,2080
28024,69200,standard,14912
28025,608178,econom,1481
28026,171756,luxe,9436
28027,602773,standard,19065
28028,157805,standard,16225
28029,529947,luxe,9643
28030,568205,econom,8092
28031,919461,luxe,13315
28032,779278,luxe,4184
28033,867565,standard,9151
28034,692193,econom,7765
28035,343348,luxe,4394
28036,901440,econom,7462
28037,158942,luxe,10592
28038,779615,luxe,8362
28039,317915,standard,9108
28040,539050,luxe,9947
28041,548403,econom,1081
28042,251585,luxe,19258
28043,193337,luxe,8706
28044,957296,standard,13998
28045,655111,standard,10811
28046,760144,econom,19838
28047,558947,standard,13385
28048,824518,econom,19212
28049,224518,econom,2488
28050,293421,luxe,4622
28051,66704,standard,14799
28052,476500,luxe,13420
28053,93479,luxe,15777
28054,985047,standard,17704
28055,703834,luxe,15922
28056,180204,luxe,7228
28057,232556,standard,13026
28058,559347,standard,9808
28059,763325,econom,15795
28060,405442,standard,2655
28061,186298,standard,9068
28062,752300,econom,10381
28063,53506,luxe,9322
28064,272955,luxe,2898
28065,400113,standard,11001
28066,650044,luxe,1399
28067,483620,luxe,19558
28068,928028,standard,2189
28069,241397,standard,3180
28070,625164,econom,2238
28071,389694,luxe,3850
28072,769079,standard,3979
28073,660825,standard,18862
28074,129064,standard,4413
28075,613336,luxe,7271
28076,437994,econom,10894
28077,729303,standard,5705
28078,86757,standard,7593
28079,35279,econom,11188
28080,992384,luxe,13866
28081,105370,luxe,2600
28082,903379,standard,14847
28083,141736,econom,10896
28084,92577,luxe,16129
28085,166845,luxe,18608
28086,505798,luxe,8261
28087,899955,luxe,18570
28088,777759,econom,11181
28089,142409,luxe,9232
28090,871171,econom,3610
28091,823776,standard,10390
28092,937069,econom,4649
28093,903548,standard,4723
28094,31187,econom,6874
28095,198068,econom,10317
28096,675510,standard,16261
28097,153348,standard,15703
28098,731373,econom,15015
28099,358539,econom,19766
28100,341999,standard,19675
28101,948055,standard,12562
28102,101834,standard,19944
28103,585695,luxe,11010
28104,171969,econom,15342
28105,246271,standard,19221
28106,456403,econom,16985
28107,129031,econom,1584
28108,353913,luxe,10965
28109,728731,standard,10053
28110,656160,standard,3375
28111,709639,luxe,8452
28112,768420,luxe,19403
28113,134538,luxe,18265
28114,904065,econom,4210
28115,256395,luxe,13470
28116,332832,econom,15893
28117,506053,econom,18059
28118,855404,luxe,17864
28119,446801,econom,13577
28120,307186,luxe,13156
28121,373155,econom,16319
28122,954339,standard,3751
28123,901962,luxe,15659
28124,908479,luxe,8756
28125,176905,luxe,1613
28126,376254,standard,9365
28127,328332,econom,4612
28128,722555,luxe,5772
28129,994950,econom,7377
28130,333608,standard,7040
28131,280267,econom,6629
28132,184977,econom,12153
28133,781213,luxe,18243
28134,401971,standard,9094
28135,608989,econom,3607
28136,125027,luxe,15981
28137,471988,standard,6901
28138,772619,standard,19558
28139,103494,luxe,4186
28140,520990,econom,7412
28141,804333,luxe,15166
28142,31199,standard,13964
28143,747564,standard,10983
28144,110556,econom,19497
28145,119868,standard,8893
28146,173965,luxe,6439
28147,227286,econom,14684
28148,278987,standard,10265
28149,697275,standard,13247
28150,377397,econom,4359
28151,676783,standard,11076
28152,720772,luxe,4614
28153,54725,standard,14476
28154,728276,standard,11240
28155,365204,econom,7419
28156,960234,econom,13464
28157,148283,luxe,13969
28158,337043,luxe,18432
28159,784172,luxe,1973
28160,947628,econom,10873
28161,317325,luxe,5201
28162,941513,luxe,19665
28163,542683,luxe,12497
28164,853145,luxe,16286
28165,583171,econom,1302
28166,59481,standard,6088
28167,186563,econom,18941
28168,203594,luxe,11116
28169,260792,standard,4361
28170,151476,standard,10467
28171,619534,standard,2184
28172,410298,standard,5306
28173,554629,standard,18056
28174,938049,econom,4546
28175,772126,econom,18748
28176,350701,econom,9754
28177,715987,luxe,16263
28178,817334,standard,17415
28179,319391,luxe,1168
28180,332320,luxe,19405
28181,635140,standard,6682
28182,752045,econom,19766
28183,882143,econom,1184
28184,251265,econom,7017
28185,149459,luxe,16933
28186,4544,econom,7251
28187,410387,econom,5973
28188,790769,luxe,2471
28189,982320,luxe,6297
28190,837220,luxe,14316
28191,377776,standard,12818
28192,241429,econom,3900
