id,guest_id,date_start,date_end,room_id
1285,4482,1990-11-21,2019-04-16,48724
1286,646,2021-10-05,1996-11-19,73127
1287,4731,1978-12-04,2010-01-10,29933
1288,3610,1991-03-08,1995-03-09,3644
1289,1817,2014-01-04,1993-07-05,72837
1290,1817,2022-11-17,1994-04-19,66573
1291,2994,1986-11-01,1999-09-02,19573
1292,2048,1991-01-09,2012-02-14,9665
1293,1798,2017-03-04,1991-02-06,6712
1294,2483,2016-10-09,2018-11-03,827
1295,2725,1998-10-29,1988-12-18,51003
1296,1196,2015-08-28,1976-11-30,56116
1297,810,2011-01-02,2011-09-13,32647
1298,2786,1986-06-30,2023-05-10,84156
1299,4426,2019-08-24,1992-08-07,1079
1300,217,2009-05-05,1998-09-15,86607
1301,4565,1990-12-03,1970-02-10,8208
1302,2883,1970-02-16,1980-09-23,44267
1303,2221,1992-06-11,1998-05-06,65880
1304,1777,1981-02-01,2018-01-14,51422
1305,2792,2009-11-05,1996-01-09,66668
1306,3016,2018-12-07,1997-01-20,30604
1307,2939,2012-12-14,1990-08-26,99865
1308,1705,1986-11-14,1976-04-18,98234
1309,1775,1990-07-04,2021-08-22,75805
1310,3205,1975-11-29,1981-07-13,19970
1311,3046,1971-10-21,1972-11-29,39687
1312,1528,2010-01-26,1993-01-19,55211
1313,1363,1996-08-14,1970-04-24,4675
1314,307,2016-01-08,2010-11-09,56438
1315,989,2001-06-06,1996-09-15,54630
1316,2800,1991-04-22,1998-11-07,20750
1317,842,2011-12-10,2006-08-07,30968
1318,4429,1991-09-28,2013-09-30,96897
1319,4941,1970-07-12,2012-10-07,40517
1320,3001,1979-12-14,1978-08-07,20087
1321,3136,2009-10-28,2007-12-14,94206
1322,4597,1974-10-26,2014-12-17,4402
1323,2423,1987-01-01,2023-03-13,53142
1324,4908,2020-02-21,2000-11-20,23108
1325,4357,2022-07-29,1995-02-10,53635
1326,2092,2004-04-27,1977-03-09,58219
1327,1921,1999-06-25,2018-12-23,51454
1328,332,1990-12-28,1980-01-04,58512
1329,4794,1971-11-15,2008-03-08,91250
1330,3251,2007-04-29,1972-04-20,60086
1331,1210,2019-08-22,2019-08-21,79625
1332,3074,2022-05-20,2013-04-02,74028
1333,4485,1972-12-11,1991-03-07,67152
1334,822,2018-06-05,2000-08-02,99102
1335,2070,2010-09-02,1978-07-27,58534
1336,4155,2001-11-15,1983-05-12,33220
1337,720,2004-06-16,1979-10-17,9743
1338,2228,1989-02-05,1999-07-20,66037
1339,879,2009-07-06,2022-05-18,35801
1340,483,1972-11-29,2008-11-25,95721
1341,3246,2022-01-09,2007-11-03,59529
1342,1550,2016-03-03,1987-01-09,27744
1343,947,1997-01-29,1997-10-11,62160
1344,1710,2023-05-06,1996-08-30,28081
1345,1338,1976-11-22,1989-12-22,62030
1346,1407,1989-09-29,1982-03-02,93521
1347,2677,1971-11-06,1980-03-28,35217
1348,1289,2007-10-21,2007-05-24,53286
1349,1491,2004-07-05,2001-01-07,2321
1350,949,1973-06-08,1990-02-14,60512
1351,3852,2017-04-19,1982-02-28,25152
1352,246,1986-05-04,2009-10-21,53528
1353,1538,1997-06-19,1978-07-21,97393
1354,1512,1970-02-13,2015-09-11,11698
1355,3278,2004-10-13,2012-01-14,66453
1356,3512,1995-12-23,2012-08-21,20069
1357,1642,1983-02-01,2014-06-03,7601
1358,3192,1978-04-14,2010-04-26,6566
1359,2970,2006-05-16,1988-11-11,40028
1360,2637,2004-12-23,2017-01-16,40689
1361,1986,1973-12-01,1976-07-02,66992
1362,2818,2006-08-20,2003-09-14,29108
1363,2171,1993-09-15,1999-09-24,92824
1364,676,1985-02-21,1975-06-10,2030
1365,1782,1985-12-17,1977-05-23,24396
1366,4490,2001-11-08,1991-04-07,52629
1367,2782,2017-10-03,1991-08-27,63381
1368,2910,2018-11-11,1977-11-30,6388
1369,842,2007-08-26,1995-07-02,55548
1370,2751,1980-06-03,2016-09-22,50948
1371,2631,1979-04-21,1991-01-25,63605
1372,2653,2012-09-06,2004-07-03,18015
1373,1831,2008-12-16,1971-08-29,90110
1374,974,2021-02-02,2016-06-26,11196
1375,2453,2013-12-03,1970-10-28,69664
1376,4436,1974-08-30,2013-01-08,34635
1377,2624,2013-01-10,2007-09-13,85446
1378,2183,2014-01-30,2014-08-09,95631
1379,2095,1994-04-23,2019-06-30,9703
1380,2707,1999-12-20,2000-05-30,18387
1381,627,2017-08-21,1971-03-18,26827
1382,317,2009-06-20,2004-02-09,56722
1383,4655,2007-01-04,1987-05-23,93700
1384,1544,1971-11-29,1984-09-19,9949
1385,4888,1972-03-01,2008-01-16,29495
1386,3145,1984-12-12,1971-05-22,69107
1387,2737,1997-06-13,1977-04-12,64502
1388,2894,1998-05-14,1993-02-08,28808
1389,2689,2008-01-16,2006-08-04,81359
1390,3089,2003-04-28,1977-10-27,50615
1391,3552,1996-09-18,1989-07-05,10349
1392,246,2011-08-20,2013-10-22,58107
1393,4162,1997-08-02,1993-12-18,44012
1394,486,1989-08-01,1990-10-07,95431
1395,2176,2005-11-21,1980-05-19,40870
1396,1274,2007-04-02,2015-04-10,66855
1397,2247,1993-01-10,1991-09-11,27363
1398,4751,1997-04-21,2020-08-30,49770
1399,3113,1981-11-01,2007-02-11,32881
1400,471,1996-03-03,1974-10-16,90847
1401,4000,1983-08-16,1974-09-19,32496
1402,1171,1977-06-24,1975-11-08,6078
1403,1451,1975-10-04,1986-11-25,29909
1404,3962,2022-03-30,2005-01-12,50972
1405,508,2011-08-28,2021-04-23,56951
1406,313,2008-06-20,1989-06-23,46012
1407,1947,1975-05-24,1972-09-04,62684
1408,726,1999-06-11,1986-02-17,83355
1409,1286,2001-10-04,2019-06-06,36595
1410,3285,2009-09-01,1971-06-20,19969
1411,3415,1978-05-03,2011-02-24,47344
1412,4809,1997-02-04,1977-03-16,36821
1413,1996,1978-04-14,1999-10-23,52929
1414,4924,2003-12-05,2012-05-30,39995
1415,4617,2020-04-15,2002-10-12,21180
1416,2187,2021-03-27,1993-05-16,15094
1417,3801,2004-08-03,2009-02-01,34126
1418,1427,1977-05-19,2006-03-26,63273
1419,2182,1976-02-20,2012-02-01,38078
1420,4076,1982-10-18,2009-11-09,32074
1421,3869,2019-10-24,2002-11-24,10811
1422,4884,1976-02-28,2023-03-15,31344
1423,4779,2006-06-11,1999-03-05,69527
1424,4381,1970-11-11,1977-09-14,71769
1425,2300,2001-07-01,1989-06-22,7541
1426,153,1991-10-31,1973-07-14,90217
1427,3965,2000-11-30,1991-09-30,52261
1428,787,1994-06-29,1973-09-30,65331
1429,2408,1976-07-28,1992-01-31,71263
1430,1161,2007-04-03,1999-06-25,30378
1431,2070,1993-12-15,1981-06-06,51508
1432,2874,1977-11-08,1984-01-18,81388
1433,4830,2017-11-04,1974-04-28,11054
1434,2018,2004-04-09,2007-09-14,57064
1435,2379,1987-08-13,2001-12-01,34587
1436,3180,1993-06-01,2011-09-01,94950
1437,4492,1987-11-03,2009-02-28,88777
1438,3509,1983-07-20,2013-06-07,5877
1439,3913,1982-07-10,1999-05-14,72570
1440,4381,1970-01-27,1995-02-19,48807
1441,1478,1978-01-05,2011-08-30,82351
1442,2964,2010-08-13,1994-12-03,32654
1443,4893,1979-08-23,1989-07-04,34364
1444,3858,1974-07-12,1985-12-02,16865
1445,1184,2015-06-17,1978-09-04,31526
1446,2370,2001-06-25,2014-03-02,89351
1447,484,2017-03-28,1987-01-28,22464
1448,4054,2016-02-29,1983-07-25,27419
1449,452,2006-01-13,2007-06-26,81127
1450,735,1992-08-04,2016-01-31,70959
1451,3251,1988-01-15,2006-02-23,6951
1452,689,2004-07-26,1979-09-11,25939
1453,2266,1982-01-16,1986-07-30,29971
1454,3900,1998-05-09,2010-12-21,25222
1455,2914,1974-10-02,1974-07-08,8251
1456,4641,2006-01-23,1983-10-16,99136
1457,1063,1978-11-05,1976-01-06,65795
1458,107,1996-01-16,1972-07-28,4382
1459,4051,1990-09-28,2001-04-15,49367
1460,2604,2012-11-04,1980-06-17,25829
1461,1317,1986-02-07,1970-04-23,80134
1462,3702,2014-07-05,1973-02-25,27294
1463,2199,2022-01-08,1984-01-11,7144
1464,4521,1988-08-13,1996-04-11,90967
1465,4273,2016-09-05,1993-10-09,71122
1466,730,2017-11-23,1999-09-05,58033
1467,4454,2001-02-14,1992-04-07,50580
1468,2464,2015-12-06,1991-12-24,11554
1469,1775,2004-03-30,1982-06-18,19047
1470,3661,1998-02-23,2016-01-21,36767
1471,112,1994-03-29,1997-07-11,94398
1472,75,2001-01-03,1984-07-30,34540
1473,2879,2014-05-09,2003-05-16,51556
1474,3871,1981-11-10,1980-12-06,55799
1475,1975,1998-12-02,2004-03-18,11442
1476,1481,2010-10-27,2014-09-05,64378
1477,3783,2014-04-28,2021-12-22,89626
1478,4049,1970-04-02,2002-07-16,93710
1479,2904,1995-04-26,1974-02-23,34959
1480,4939,1975-08-02,2008-01-29,60426
1481,244,2014-06-03,2020-09-09,92465
1482,2090,1985-04-16,2021-02-23,88464
1483,1149,1983-01-24,1977-05-21,4398
1484,4165,2015-05-08,1970-10-24,85050
1485,4068,2022-07-01,1997-01-12,22123
1486,1076,1991-01-26,2001-07-06,96686
1487,2995,2011-12-17,1988-11-11,27205
1488,4822,1982-06-04,2012-11-13,76926
1489,3242,1985-11-17,1989-04-17,829
1490,3548,1984-02-03,1990-05-30,90353
1491,4969,2018-07-06,1995-04-15,17050
1492,4400,1984-08-30,2022-12-09,56476
1493,4932,1980-01-13,2001-10-28,16134
1494,2272,2004-11-05,2019-05-04,60784
1495,2669,1970-11-19,1985-08-09,64572
1496,2274,1973-02-13,2006-02-21,2091
1497,4297,1989-07-22,1972-05-20,16779
1498,4413,2020-10-30,1983-03-17,26359
1499,3847,1983-01-25,1981-01-01,81994
1500,3606,1991-06-17,2020-04-09,93427
1501,2309,1982-04-13,2018-09-19,78090
1502,3952,2006-05-25,1990-04-29,27402
1503,3466,1972-08-14,2002-07-04,71014
1504,996,2016-09-23,2008-02-27,10371
1505,1091,2022-01-14,2008-09-28,96547
1506,2599,2019-01-06,2011-01-27,21945
1507,1879,1977-07-27,2011-01-14,91456
1508,646,2003-10-17,1989-10-17,84874
1509,1092,1991-03-04,2004-04-26,808
1510,1285,2012-09-09,1984-02-03,41072
1511,981,2008-05-02,1970-03-22,88215
1512,218,2011-02-25,1986-09-18,41190
1513,4361,1973-08-13,1995-06-29,36294
1514,3184,2011-03-09,1987-06-16,97516
1515,143,2004-08-29,1971-06-01,36179
1516,3186,2016-10-25,1970-05-01,89997
1517,3764,2009-01-13,2021-03-30,39388
1518,4423,2016-07-13,2010-11-13,49226
1519,313,1974-05-15,1981-08-18,86724
1520,1631,1980-08-15,2006-11-16,86508
1521,1835,2004-08-14,2015-04-27,84227
1522,3744,2000-01-25,1995-05-19,10192
1523,4318,1994-11-25,1998-05-23,91171
1524,3581,2001-07-21,2018-02-10,91258
1525,1886,1995-06-02,1986-03-13,65916
1526,1310,2005-10-20,1988-12-31,86391
1527,1778,2006-03-24,1977-04-16,74265
1528,3307,1975-04-05,1977-01-20,24438
1529,3512,1990-06-17,2002-03-10,86634
1530,699,1998-11-29,2002-05-30,72152
1531,645,1978-04-02,1977-03-24,85065
1532,147,1999-03-17,2016-01-05,93905
1533,236,1987-11-01,1978-04-16,91873
1534,696,2016-09-22,1980-09-17,15242
1535,1779,2010-04-16,2000-02-02,39900
1536,2962,2015-06-26,2014-11-02,20685
1537,1712,1978-08-17,1993-06-25,35743
1538,2397,2022-08-04,1998-01-17,74342
1539,4774,1984-05-02,1998-01-07,70908
1540,4259,2020-06-16,1980-08-25,7875
1541,702,1980-05-24,1984-08-02,83822
1542,392,1998-05-20,1980-12-18,12423
1543,3664,1990-11-25,2016-02-16,23886
1544,803,1973-11-03,1994-11-14,93589
1545,3102,1973-02-09,1987-06-21,98057
1546,1814,1996-06-27,2010-03-14,24914
1547,3606,1993-04-26,1982-09-04,71796
1548,2805,2011-01-15,2000-08-30,58854
1549,4522,2020-07-20,2013-12-09,65657
1550,59,1991-03-08,2022-04-18,63918
1551,1826,1997-06-18,2004-03-17,94145
1552,4206,1993-09-22,1980-09-15,41592
1553,4954,1980-06-02,2014-10-06,66653
1554,287,2021-05-31,1974-03-31,8526
1555,3495,2020-05-28,2000-10-25,79336
1556,2807,1981-08-31,2018-02-09,13482
1557,2302,1980-11-08,1999-04-09,93302
1558,620,2004-12-20,1974-12-30,58554
1559,3824,2021-10-06,1996-05-08,61983
1560,3811,2003-09-06,2021-10-23,10545
1561,1411,2003-03-01,2014-02-11,33198
1562,3212,2021-08-28,1999-09-15,76694
1563,3154,2017-07-02,2001-04-04,70998
1564,4611,2022-08-21,2019-07-18,70548
1565,2740,2003-03-04,2001-03-14,70334
1566,3591,1992-04-15,1988-05-05,53554
1567,2866,2016-02-09,1975-11-19,45725
1568,3319,1981-03-09,2016-01-18,73478
1569,1818,1988-05-02,2014-01-10,43696
1570,1184,1980-09-16,2015-02-17,25043
1571,452,1971-08-14,1984-09-20,39303
1572,530,2022-02-16,2002-05-15,84419
1573,2702,1981-08-23,1991-03-09,28739
1574,1855,2012-11-10,2009-03-30,8703
1575,4837,1978-11-21,1991-02-01,39440
1576,1301,1998-04-11,1985-11-13,97839
1577,576,1985-06-19,2017-04-21,19923
1578,1551,1978-05-03,1970-03-03,93794
1579,2998,2009-05-30,1970-11-26,91636
1580,1183,1986-07-29,2005-01-06,83609
1581,548,2014-06-02,2021-02-17,94068
1582,4520,2016-03-29,1998-03-14,7389
1583,4516,1970-04-21,2017-11-30,60225
1584,1187,2006-03-23,2011-04-24,20375
1585,1389,1978-02-09,2014-01-06,4112
1586,1869,1998-09-15,1992-10-10,62763
1587,2694,2004-09-30,1993-05-20,46768
1588,1231,1971-08-20,1970-09-17,76380
1589,3742,2002-03-31,2018-03-07,80052
1590,2297,2000-09-01,2023-04-07,35535
1591,3642,1987-09-26,2003-07-08,57980
1592,3704,1975-01-01,2011-05-22,93657
1593,1947,2019-04-23,2014-01-13,46099
1594,3485,2000-06-29,2005-04-25,37923
1595,2095,1978-08-01,1971-08-01,92817
1596,197,1985-12-26,2009-01-07,2880
1597,2264,1994-09-01,2020-04-07,11809
1598,2041,2009-01-31,1977-01-04,21144
1599,4383,2000-01-15,1992-11-30,68665
1600,1405,2000-06-17,2021-09-22,52060
1601,3331,2011-10-21,1999-06-07,10517
1602,4377,1986-06-03,1980-05-24,65383
1603,992,2022-11-03,2014-07-20,99352
1604,1108,2013-09-30,2019-04-06,57416
1605,3966,1989-05-28,2014-02-23,10714
1606,619,2022-06-17,1992-01-22,28134
1607,1310,1999-06-02,2018-05-17,12353
1608,1457,1993-08-08,2007-08-25,57432
1609,3901,1974-11-21,1982-06-16,96990
1610,2884,1997-02-08,2009-08-17,13665
1611,3951,1971-03-07,1982-01-28,75607
1612,946,1990-07-13,1993-06-07,36837
1613,3993,1984-12-26,1999-08-11,21903
1614,4867,1980-04-28,1993-10-30,78209
1615,2257,1983-06-15,1999-10-20,62902
1616,2764,1980-07-23,1985-11-30,17760
1617,479,1978-05-13,2017-07-31,41553
1618,1090,1993-10-25,2017-04-20,57276
1619,1121,2018-12-22,2007-11-02,24037
1620,442,1998-08-20,2005-02-06,89362
1621,4049,1986-04-01,1984-12-06,49285
1622,2648,2006-07-11,2009-04-04,17015
1623,3842,2010-04-06,2006-02-13,69636
1624,2175,1987-03-30,2022-01-24,64639
1625,1765,1982-05-01,1986-05-13,64813
1626,1922,1986-08-26,2010-03-13,69983
1627,4376,2005-10-07,1986-11-11,11392
1628,3419,1972-12-20,1974-05-15,74657
1629,2861,1985-01-13,2009-09-30,3715
1630,986,2019-07-10,1980-07-07,98415
1631,831,2020-02-26,2006-05-16,7068
1632,902,2002-09-11,1984-05-16,94239
1633,2091,2023-02-09,1984-07-01,87280
1634,692,2021-10-13,2012-11-12,60716
1635,4953,2011-07-31,2013-06-01,36460
1636,4300,1979-01-07,1984-03-12,34123
1637,4398,1975-04-07,2013-01-08,19873
1638,2986,2011-08-04,2015-11-07,95013
1639,1811,2019-12-26,1990-03-11,46774
1640,3824,2013-04-17,1971-11-27,48450
1641,1145,2008-08-11,2019-01-22,74361
1642,876,2020-01-06,1974-10-21,69671
1643,3615,2018-10-30,1985-08-24,20393
1644,383,2006-11-24,1993-03-11,62261
1645,2141,1975-05-13,1981-03-30,30474
1646,2109,2011-03-25,2002-05-24,10846
1647,2605,1995-09-23,1976-12-07,76762
1648,2857,1970-08-22,1973-03-22,89933
1649,3833,2000-08-25,1978-12-28,92559
1650,3942,1990-03-28,1986-08-07,95577
1651,1710,2005-06-07,1984-11-07,42350
1652,4028,1999-02-26,2006-10-10,68816
1653,2290,1993-04-16,1997-05-20,4264
1654,16,1979-05-17,1991-11-26,21640
1655,342,2015-07-24,1999-06-08,77636
1656,2541,1986-01-13,2018-03-03,92640
1657,3176,2001-01-15,1999-07-05,52530
1658,209,1991-02-26,2007-02-03,3707
1659,3925,1974-12-06,1974-02-27,62505
1660,2214,2018-12-14,1987-06-30,35734
1661,1917,2016-09-29,1988-10-28,26494
1662,812,1998-06-16,2018-05-21,82777
1663,1645,1995-05-23,1988-05-03,16806
1664,1227,2022-12-07,1991-09-01,80196
1665,4567,1977-06-08,2001-09-17,76528
1666,2832,2007-05-26,1984-11-15,61318
1667,696,1995-01-03,1997-11-19,76839
1668,4979,2018-06-14,2012-09-28,33915
1669,4086,1990-05-21,2004-10-03,53520
1670,4593,2013-05-09,2001-04-02,61132
1671,1300,1970-02-05,2003-10-19,29937
1672,1587,2005-01-09,2008-01-17,19452
1673,4073,1978-01-14,1981-04-01,22218
1674,3771,1996-09-09,2018-11-12,10212
1675,4962,2021-12-29,2021-12-08,47626
1676,958,2017-06-07,1999-08-28,82807
1677,46,2023-02-17,2020-01-02,92091
1678,3186,2010-06-07,1998-09-10,24077
1679,2349,1971-01-02,2012-08-19,71887
1680,3055,1997-03-10,1998-01-30,72176
1681,3781,1998-01-09,1978-10-13,85220
1682,517,1982-05-01,2008-03-29,74769
1683,2770,2005-10-24,1978-06-15,6342
1684,1520,1998-09-05,2016-03-15,52350
1685,1531,1997-04-29,1970-11-09,81680
1686,3416,2002-07-04,1986-03-14,42412
1687,1014,1995-05-18,1992-03-21,84818
1688,1748,2017-11-14,2010-01-09,38056
1689,2166,2019-12-06,2001-04-03,69038
1690,4571,1982-09-11,1997-03-10,40662
1691,3208,1991-11-28,2004-07-26,21527
1692,3279,2000-11-08,2002-11-20,83764
1693,2833,2003-06-05,1991-07-31,62038
1694,524,2006-09-10,1975-01-25,50598
1695,3183,2001-05-30,2010-05-02,52619
1696,801,1988-04-11,1978-03-23,19058
1697,4896,2001-12-05,1974-02-11,85792
1698,3635,1991-12-24,2000-05-23,67346
1699,2627,2019-01-22,1980-07-20,83055
1700,3040,2012-09-21,1984-05-11,64442
1701,3544,2009-02-20,1982-12-24,83873
1702,708,1994-05-16,1983-06-19,69044
1703,3688,1982-12-02,1993-09-06,83383
1704,2646,1996-10-16,2006-07-08,4487
1705,1114,1977-06-23,1970-05-24,64759
1706,1019,1986-02-28,2007-06-04,3336
1707,4073,1994-04-26,1997-12-05,912
1708,1365,1987-11-25,1977-07-01,58506
1709,591,1999-06-06,2014-02-17,86640
1710,1330,1989-08-03,2018-05-11,87696
1711,3996,2015-05-03,1975-09-13,88884
1712,2634,2003-01-09,1971-01-25,34393
1713,4469,1974-04-16,2019-09-04,85881
1714,587,1975-01-28,1993-07-24,76852
1715,4398,2011-07-11,2011-06-13,6406
1716,4445,1973-09-12,2002-06-19,36307
1717,3332,1993-11-23,2019-03-11,57979
1718,876,1981-11-20,2007-09-12,79582
1719,951,2004-07-07,2008-06-28,40148
1720,316,1991-02-04,2011-12-31,79638
1721,4651,1979-01-14,1977-05-17,8946
1722,88,1976-10-20,1978-07-20,85828
1723,3183,1993-05-13,2013-05-12,86282
1724,4990,1986-10-19,1974-02-19,1129
1725,4669,2013-12-19,1991-07-14,2436
1726,927,1981-08-16,2018-08-09,43050
1727,2277,1985-12-15,1974-07-17,13587
1728,3764,2009-07-05,1981-02-10,86304
1729,2589,1995-11-27,1993-08-21,55500
1730,3578,2007-09-23,1990-04-27,39268
1731,180,2020-10-29,1992-06-08,17901
1732,877,2012-05-08,1988-10-07,33679
1733,303,2014-01-10,1991-01-08,30237
1734,170,1984-06-11,2008-03-05,93771
1735,875,1992-10-08,2001-09-02,47908
1736,1953,1979-10-23,1986-11-09,70109
1737,1253,1971-10-26,2017-03-13,87859
1738,408,1970-02-07,1971-08-26,59404
1739,3292,1987-07-25,1973-02-10,84587
1740,1344,2018-02-25,1974-08-21,12267
1741,2209,1986-12-06,1990-07-06,35187
1742,2481,1996-01-31,1998-09-27,34678
1743,2706,1996-11-29,2009-08-03,52582
1744,532,1991-05-21,1997-03-31,74312
1745,1133,1976-09-15,1980-01-04,50282
1746,3226,1978-04-29,1991-06-29,71988
1747,366,2007-10-19,2002-06-12,36405
1748,4025,1990-04-12,1990-12-05,42886
1749,329,1979-08-23,2013-08-25,13789
1750,4154,1997-09-22,1979-11-29,22477
1751,1984,1975-11-16,1987-11-14,5554
1752,2601,1980-03-28,1995-04-06,82798
1753,1451,2009-06-06,1984-08-17,69333
1754,4768,1982-02-27,2020-02-15,3352
1755,3829,1982-11-21,1992-02-02,10223
1756,4260,1973-09-19,2000-05-10,2159
1757,4124,2006-01-29,2002-12-26,66458
1758,929,2003-01-18,1979-01-24,64238
1759,1924,2007-09-08,2016-05-25,32094
1760,1872,1999-06-27,1990-06-18,80652
1761,1365,1980-05-02,2011-04-19,83489
1762,2063,1972-11-16,1976-06-14,67402
1763,4100,1979-08-31,2022-02-10,71075
1764,1440,2008-09-25,1983-07-25,34792
1765,3763,2012-08-30,1992-10-30,93515
1766,4194,1979-10-31,1973-07-07,26914
1767,4205,1983-07-12,1987-01-16,49507
1768,3342,2006-06-03,2023-02-14,50551
1769,3169,1986-02-27,2021-10-03,26112
1770,1837,2012-05-11,2012-12-28,54411
1771,20,1998-02-27,2013-09-20,22122
1772,4953,2008-03-26,1989-11-14,57744
1773,3598,2018-08-02,1977-04-21,88004
1774,1703,2006-10-10,2002-09-25,64258
1775,2035,1972-07-23,2002-08-07,13614
1776,2605,1994-11-19,1979-03-02,7314
1777,3126,2004-11-08,1982-04-03,53407
1778,892,1977-05-09,1984-05-31,84294
1779,2884,1995-02-15,1992-03-30,11066
1780,2230,1993-01-03,1980-08-20,56821
1781,4510,1984-01-24,2009-09-05,77214
1782,3609,1992-01-07,1991-10-12,50590
1783,2153,2023-03-19,1981-07-27,59379
1784,1590,2016-02-21,1999-08-15,314
1785,36,1995-07-03,1979-02-17,95678
1786,2412,2018-04-09,2020-09-11,49117
1787,2799,2001-06-08,1999-01-28,62410
1788,2508,1994-03-29,1980-08-05,57
1789,1612,2020-09-13,2012-09-20,59375
1790,4811,2021-03-09,2010-08-09,4379
1791,2373,1975-05-25,2022-08-31,35399
1792,1925,1987-03-20,1995-01-07,82214
1793,1599,1992-11-09,2020-01-22,16074
1794,379,2005-03-08,1977-05-21,46231
1795,4231,2005-10-02,1998-03-22,26997
1796,4649,1992-01-02,1972-03-12,10890
1797,2894,1987-10-22,2002-03-24,91325
1798,3970,2020-05-03,1998-11-29,51273
1799,2105,1986-01-03,1991-05-06,11289
1800,4440,2011-06-27,2022-02-16,35987
1801,3888,2006-10-22,2011-10-23,71313
1802,3484,1999-05-17,1970-08-18,8314
1803,1562,2016-05-16,2010-06-16,40477
1804,1482,1987-05-18,1990-11-04,15468
1805,4277,1973-07-09,2003-03-02,67862
1806,2305,1987-11-09,1974-10-20,2828
1807,4475,2008-06-20,2006-06-29,78875
1808,1391,2013-09-07,1984-02-25,76075
1809,2015,2019-05-17,2016-10-24,72919
1810,4579,1971-07-05,1986-07-05,12479
1811,845,2005-02-24,2003-09-23,60624
1812,4888,1992-10-12,1996-05-20,26169
1813,1847,2012-05-10,1984-07-02,42319
1814,2564,2009-02-12,1981-04-07,48000
1815,1898,1991-09-28,1970-08-05,10272
1816,3423,2010-03-24,1993-09-16,90105
1817,4824,2009-02-24,1996-10-12,8180
1818,3955,2004-09-26,1977-08-19,41677
1819,1596,1997-03-13,2013-01-11,3447
1820,1363,2007-11-29,2006-04-16,74068
1821,3692,2008-07-31,1978-12-30,51632
1822,2643,1998-12-31,1985-11-27,88607
1823,4538,2011-12-29,1982-05-12,86460
1824,4071,2000-03-01,1985-11-22,53802
1825,1887,2020-12-27,1975-03-11,75386
1826,2813,1999-06-15,1972-01-03,88307
1827,1085,2005-11-10,2012-03-07,80200
1828,423,1998-03-05,1973-12-04,6985
1829,4231,1985-12-29,2003-06-14,9783
1830,189,1998-05-22,2020-01-03,87741
1831,2278,1973-02-24,2018-10-28,48817
1832,2566,2022-03-02,1977-07-03,32708
1833,3805,1991-08-19,2018-09-17,76701
1834,3584,2010-03-16,1996-04-20,84155
1835,4721,1980-06-01,1979-01-17,62943
1836,3534,1997-04-12,2018-07-05,9240
1837,1833,2013-12-07,1986-11-06,15030
1838,4077,2003-09-12,1974-11-08,15121
1839,3575,1972-09-11,1976-02-27,84057
1840,4761,1984-02-07,1986-06-08,18380
1841,3863,1974-09-23,1976-08-14,82740
1842,1149,2001-02-12,2014-10-21,49699
1843,3,2005-12-10,1974-11-09,52810
1844,2082,2012-08-18,1983-12-02,75055
1845,880,2011-03-23,2022-12-20,46649
1846,3489,1974-02-12,2020-10-13,22836
1847,1309,2015-02-26,1982-02-07,54488
1848,4339,2013-10-11,2021-01-23,11883
1849,2854,1975-08-03,1992-02-06,52473
1850,2571,1989-05-18,1997-01-28,66201
1851,118,1987-07-14,1984-10-13,14027
1852,2459,2012-10-17,1987-04-10,79745
1853,66,2021-08-16,1976-07-19,51729
1854,304,2013-06-03,2019-08-25,94741
1855,315,2010-10-17,1985-10-19,62232
1856,1826,2001-12-17,1980-10-13,62302
1857,4441,2022-05-15,1987-01-11,50138
1858,4342,1984-03-14,1982-08-20,56770
1859,4868,2017-03-24,2004-09-05,10111
1860,4840,1979-01-12,2014-03-09,40541
1861,3073,1979-05-22,2021-08-26,92298
1862,3502,1973-07-12,2014-12-29,96520
1863,9,2003-10-22,1992-09-07,76653
1864,4779,1997-04-17,1992-02-17,69384
1865,4262,2014-08-15,1982-03-23,28757
1866,1627,1973-06-10,2018-07-01,74580
1867,4757,2020-02-02,2021-03-28,19477
1868,3457,1972-04-19,1975-09-12,84733
1869,3493,2004-08-02,2010-03-26,15326
1870,786,2013-05-30,1989-03-03,70461
1871,1407,1975-05-20,1999-07-23,87724
1872,1432,2005-12-13,1992-02-02,90685
1873,779,2013-10-20,2020-12-07,51348
1874,4384,1980-03-09,1984-10-10,54135
1875,2124,1987-10-18,1978-09-12,55282
1876,362,1976-12-13,2004-11-17,40957
1877,4244,2000-10-27,1971-05-19,86355
1878,4263,1997-11-07,2004-12-20,31834
1879,4034,1982-07-30,1988-05-24,18580
1880,1539,1974-03-31,1980-05-01,98964
1881,2670,2007-02-03,2010-09-06,48398
1882,2105,2022-07-10,1992-08-26,86172
1883,4669,1986-06-25,1998-07-22,71611
1884,1608,1975-05-17,1988-03-14,79698
1885,2464,2020-03-05,1980-06-20,47140
1886,1555,2004-12-19,1982-06-05,90023
1887,1878,2010-03-11,1987-02-01,68569
1888,4539,2005-04-24,2008-03-12,9392
1889,2707,1985-12-08,1991-11-25,16191
1890,661,1975-05-31,2007-07-06,48475
1891,2666,1997-04-12,1990-06-08,87737
1892,1576,1974-11-26,2011-10-05,87224
1893,2999,2013-06-01,2001-09-06,96343
1894,4452,1985-12-08,2001-08-10,38936
1895,2618,1974-10-20,1974-05-25,59973
1896,4848,1996-01-31,2005-09-06,82115
1897,4627,1993-08-29,2010-01-09,38734
